site_id,regime,soil_moisture_frac,surface_elevation_cm,distance_to_water_m,vegetation_height_cm,canopy_cover_pct,greenness_index,plant_wetness_score,belowground_carbon_Mg_ha
S0605,wetland_saturated,0.7753,70.6,19.92,67.45,86.14,0.707,3.6,81.53
S0606,wetland_saturated,0.6588,72.11,45.65,58.03,53.06,0.5491,2.9,52.86
S0607,prairie_mesic,0.2274,107.61,74.68,37.37,58.94,0.4321,2.0,47.41
S0608,wetland_saturated,0.9169,44.83,12.32,113.43,83.94,0.8616,4.6,179.89
S0609,prairie_mesic,0.3123,103.95,67.58,76.69,45.73,0.3741,1.9,48.23
S0610,prairie_mesic,0.2249,89.02,64.14,49.28,42.84,0.3884,2.6,35.65
S0611,wetland_saturated,0.5903,74.39,33.88,55.46,51.64,0.3375,3.2,39.26
S0612,wetland_saturated,0.6429,73.22,37.45,57.04,22.03,0.5045,3.1,41.06
S0613,prairie_mesic,0.2614,101.92,77.85,72.56,56.87,0.47,1.9,42.29
S0614,wetland_saturated,0.7919,63.51,11.31,87.42,76.65,0.6659,3.0,101.87
S0615,wetland_saturated,0.795,51.49,11.64,133.16,60.02,0.7106,4.4,104.27
S0616,wetland_saturated,0.9142,41.85,10.24,131.22,92.64,0.8498,4.0,192.05
S0617,prairie_mesic,0.171,121.57,83.0,56.79,55.8,0.287,1.2,28.66
S0618,wetland_saturated,0.8883,63.4,26.53,89.24,73.98,0.95,3.9,125.89
S0619,wetland_saturated,0.7956,73.0,5.83,87.23,62.44,0.7841,3.9,117.16
S0620,wetland_saturated,0.8003,59.2,5.6,103.58,66.0,0.6582,4.5,107.24
S0621,wetland_saturated,0.7574,42.35,30.95,93.77,52.94,0.6535,4.0,71.75
S0622,wetland_saturated,0.8057,72.01,0.0,116.88,76.85,0.8001,4.8,121.11
S0623,prairie_mesic,0.3682,84.95,46.66,81.63,58.75,0.4943,2.2,59.71
S0624,wetland_saturated,0.7209,61.57,38.29,55.36,60.28,0.5408,3.9,67.32
S0625,prairie_mesic,0.2946,84.56,41.02,46.89,65.02,0.3921,2.0,51.65
S0626,wetland_saturated,0.644,85.63,63.04,33.18,41.86,0.5262,3.1,45.34
S0627,prairie_mesic,0.2601,89.22,100.11,34.58,55.61,0.4488,2.8,44.96
S0628,wetland_saturated,0.6873,58.09,33.48,59.99,43.21,0.4834,4.0,53.64
S0629,prairie_mesic,0.0992,117.67,101.78,20.3,18.41,0.2458,1.6,16.18
S0630,prairie_mesic,0.3309,77.0,75.4,84.69,63.75,0.4922,2.6,56.63
S0631,wetland_saturated,0.8139,63.76,3.64,93.69,84.85,0.789,4.1,100.79
S0632,prairie_mesic,0.385,108.01,68.79,82.79,62.12,0.4669,2.7,64.2
S0633,prairie_mesic,0.1267,115.18,92.19,22.03,28.36,0.2888,1.0,14.24
S0634,prairie_mesic,0.2673,100.93,67.35,37.48,58.04,0.3838,2.2,38.07
S0635,prairie_mesic,0.3807,59.21,44.82,90.57,75.68,0.534,2.6,56.88
S0636,wetland_saturated,0.7591,57.68,24.6,49.93,72.9,0.6378,3.0,73.2
S0637,wetland_saturated,0.7839,57.1,26.57,99.22,94.18,0.6488,3.0,111.11
S0638,prairie_mesic,0.3477,80.14,54.92,78.85,68.35,0.5151,2.7,60.18
S0639,wetland_saturated,0.8447,72.98,0.0,104.76,81.96,0.7329,4.5,123.72
S0640,prairie_mesic,0.2734,87.41,49.53,37.58,64.26,0.3785,2.9,46.94
S0641,wetland_saturated,0.9557,52.73,8.79,113.25,73.7,0.8271,4.3,191.93
S0642,wetland_saturated,0.6603,62.84,73.4,57.61,55.24,0.5077,3.0,34.05
S0643,prairie_mesic,0.1011,101.23,110.54,16.01,35.46,0.1962,1.0,15.68
S0644,prairie_mesic,0.2685,76.68,54.71,72.07,57.32,0.5153,2.6,54.44
S0645,prairie_mesic,0.3438,100.06,68.25,94.93,50.04,0.6112,2.4,59.38
S0646,prairie_mesic,0.2751,75.85,74.1,70.18,49.87,0.3563,1.5,30.65
S0647,wetland_saturated,0.5871,67.18,46.52,35.64,36.23,0.3224,3.2,24.41
S0648,wetland_saturated,0.6912,53.52,12.3,94.3,74.53,0.5881,4.3,68.0
S0649,wetland_saturated,0.9778,72.22,24.17,104.24,80.67,0.8148,4.5,221.05
S0650,prairie_mesic,0.2726,101.95,32.02,91.25,55.06,0.3475,2.3,43.06
S0651,prairie_mesic,0.427,84.9,67.31,104.3,56.25,0.5614,2.9,62.04
S0652,wetland_saturated,0.7361,72.27,19.79,80.36,62.28,0.4914,3.2,64.65
S0653,prairie_mesic,0.3252,81.46,56.23,73.39,68.24,0.4959,1.4,53.96
S0654,prairie_mesic,0.2759,105.1,96.25,40.19,66.31,0.4089,2.3,48.26
S0655,prairie_mesic,0.1722,99.58,84.51,46.16,27.19,0.4269,1.1,24.92
S0656,prairie_mesic,0.449,102.77,45.17,83.31,68.78,0.6221,1.8,69.33
S0657,wetland_saturated,0.9736,48.39,1.11,136.42,84.56,0.9381,5.0,203.62
S0658,prairie_mesic,0.2265,84.23,79.3,42.93,61.11,0.3761,2.9,47.05
S0659,prairie_mesic,0.2666,93.21,66.55,46.88,53.8,0.4332,1.7,35.79
S0660,wetland_saturated,0.7814,61.03,0.0,63.19,56.13,0.6469,3.0,72.87
S0661,wetland_saturated,0.9508,51.57,0.0,121.28,85.5,0.7553,4.0,189.38
S0662,prairie_mesic,0.3769,96.22,75.13,82.88,62.72,0.5278,2.8,67.31
S0663,prairie_mesic,0.4216,84.31,56.61,79.24,67.18,0.5886,2.9,71.89
S0664,prairie_mesic,0.2932,100.03,76.42,34.08,48.02,0.4346,1.3,44.75
S0665,wetland_saturated,0.8327,63.6,11.93,70.49,66.0,0.6646,3.8,85.61
S0666,prairie_mesic,0.3283,88.33,49.06,78.98,58.01,0.3845,3.0,50.22
S0667,prairie_mesic,0.2124,97.02,106.26,57.85,45.44,0.3517,1.9,41.38
S0668,wetland_saturated,0.8091,61.98,7.18,93.4,73.74,0.744,4.6,106.82
S0669,wetland_saturated,0.8792,66.59,0.0,96.86,84.46,0.7997,4.8,149.48
S0670,wetland_saturated,0.5814,98.04,68.5,31.06,37.94,0.3687,3.7,46.83
S0671,prairie_mesic,0.2458,100.85,53.92,62.46,65.79,0.3259,2.1,59.55
S0672,wetland_saturated,0.658,73.8,32.09,70.41,52.11,0.5102,2.1,44.93
S0673,prairie_mesic,0.3137,124.12,64.04,79.9,44.47,0.389,2.4,48.37
S0674,wetland_saturated,0.6202,74.89,47.79,70.99,43.76,0.4684,3.4,38.83
S0675,prairie_mesic,0.301,100.24,76.09,32.26,40.86,0.3677,1.5,45.99
S0676,wetland_saturated,0.5872,85.6,84.72,35.23,22.95,0.3999,2.8,36.05
S0677,prairie_mesic,0.3499,78.19,66.31,88.43,54.97,0.3414,2.2,58.77
S0678,wetland_saturated,0.8996,55.33,0.0,117.49,80.28,0.7353,4.9,159.35
S0679,wetland_saturated,0.6489,63.21,52.31,35.22,39.47,0.4734,3.5,44.61
S0680,prairie_mesic,0.1023,129.57,105.4,33.13,23.88,0.1688,1.3,11.21
S0681,prairie_mesic,0.1223,120.66,105.69,17.91,32.23,0.1872,1.7,5.97
S0682,wetland_saturated,0.9532,54.72,6.71,121.5,92.91,0.8752,4.7,207.97
S0683,prairie_mesic,0.1022,134.71,104.88,39.26,14.64,0.135,1.0,10.96
S0684,prairie_mesic,0.2678,104.67,71.79,80.03,61.22,0.3489,2.1,39.19
S0685,prairie_mesic,0.3057,88.06,72.28,67.64,65.36,0.4893,2.3,53.88
S0686,wetland_saturated,0.7931,51.53,6.99,98.29,67.11,0.6355,3.2,98.96
S0687,wetland_saturated,0.9053,73.88,0.0,74.41,68.62,0.8074,4.1,123.32
S0688,wetland_saturated,0.7418,66.33,68.33,75.59,60.95,0.4762,4.9,94.32
S0689,prairie_mesic,0.125,102.96,91.58,4.0,35.5,0.2597,1.0,13.06
S0690,wetland_saturated,0.678,61.74,45.28,32.23,39.17,0.3834,2.7,56.44
S0691,prairie_mesic,0.4313,93.02,32.86,98.68,39.87,0.6568,2.9,66.66
S0692,wetland_saturated,0.7385,66.38,26.72,59.36,71.96,0.5774,4.6,71.81
S0693,prairie_mesic,0.2769,99.28,47.19,75.79,54.35,0.4919,2.7,54.49
S0694,prairie_mesic,0.3481,92.14,52.92,109.26,66.85,0.3729,2.1,51.9
S0695,prairie_mesic,0.3403,96.53,71.61,88.34,58.36,0.6199,3.0,65.78
S0696,prairie_mesic,0.4131,90.75,63.06,83.94,63.4,0.5174,3.7,60.58
S0697,wetland_saturated,0.6462,59.46,54.15,56.91,38.86,0.3709,3.3,49.06
S0698,prairie_mesic,0.1791,111.51,68.49,33.42,47.95,0.341,1.9,20.98
S0699,prairie_mesic,0.1299,116.51,124.75,46.57,22.71,0.3818,1.7,22.63
S0700,wetland_saturated,0.5786,72.85,32.89,48.76,73.34,0.3901,2.4,42.52
S0701,wetland_saturated,0.9221,37.46,25.65,118.16,82.31,0.8526,4.9,178.33
S0702,wetland_saturated,0.7182,53.91,44.76,87.92,81.97,0.5544,3.6,73.89
S0703,wetland_saturated,0.7112,58.81,37.58,80.8,58.84,0.6378,3.5,57.72
S0704,prairie_mesic,0.0944,119.62,92.44,4.0,20.52,0.1622,1.0,1.0
S0705,prairie_mesic,0.4057,86.33,60.53,84.52,73.83,0.4224,2.7,55.01
S0706,prairie_mesic,0.3512,94.42,52.87,57.28,59.75,0.4639,2.4,48.56
S0707,prairie_mesic,0.1902,100.65,93.43,48.9,23.68,0.3608,1.3,29.14
S0708,prairie_mesic,0.2529,81.39,74.24,48.86,69.68,0.3182,2.5,38.38
S0709,wetland_saturated,0.8671,57.29,0.0,96.14,62.35,0.6718,3.7,122.88
S0710,prairie_mesic,0.1802,118.04,106.66,24.98,43.62,0.3531,1.0,28.35
S0711,prairie_mesic,0.1063,134.95,96.07,35.84,22.18,0.4265,1.8,23.08
S0712,prairie_mesic,0.1582,122.48,87.22,20.48,32.66,0.2714,1.0,18.5
S0713,wetland_saturated,0.7267,42.54,22.97,63.11,65.28,0.5434,3.8,64.97
S0714,prairie_mesic,0.0893,118.89,108.77,35.1,36.14,0.1991,1.6,14.38
S0715,wetland_saturated,0.6038,76.54,37.67,27.7,59.75,0.3898,2.7,30.0
S0716,wetland_saturated,0.7955,61.99,0.0,105.44,68.33,0.7021,3.9,103.59
S0717,prairie_mesic,0.147,126.53,108.39,29.66,18.63,0.3688,1.0,11.95
S0718,prairie_mesic,0.1248,111.25,111.04,19.99,10.34,0.2526,1.0,4.44
S0719,wetland_saturated,0.5947,79.61,50.82,30.97,57.3,0.4976,2.9,25.57
S0720,wetland_saturated,0.8788,65.96,0.0,104.82,78.52,0.8017,5.0,137.2
S0721,prairie_mesic,0.2241,110.51,81.9,72.59,60.68,0.2971,1.2,35.64
S0722,wetland_saturated,0.6916,51.65,14.57,48.52,56.79,0.5504,4.0,59.03
S0723,wetland_saturated,0.9185,51.01,0.0,121.02,91.87,0.815,4.1,193.5
S0724,prairie_mesic,0.3192,59.55,45.94,80.88,34.74,0.4765,2.8,55.48
S0725,prairie_mesic,0.1279,112.82,113.76,33.46,5.97,0.1461,1.3,15.32
S0726,prairie_mesic,0.2495,92.28,70.98,59.76,73.88,0.3949,2.1,38.37
S0727,prairie_mesic,0.1704,105.37,90.8,42.39,58.28,0.3903,1.6,24.08
S0728,prairie_mesic,0.2732,100.09,106.02,38.97,54.95,0.4979,1.8,39.83
S0729,prairie_mesic,0.3387,89.47,69.03,81.26,50.82,0.2975,2.4,61.21
S0730,prairie_mesic,0.1708,83.42,93.43,61.52,42.07,0.3394,1.8,25.92
S0731,prairie_mesic,0.3455,91.45,52.51,76.87,70.62,0.4176,1.4,59.86
S0732,prairie_mesic,0.2521,87.92,67.59,50.54,48.37,0.4092,2.3,41.89
S0733,wetland_saturated,0.9278,66.41,0.0,107.54,80.65,0.6669,3.6,142.3
S0734,wetland_saturated,0.7825,43.78,36.24,99.52,65.63,0.5316,3.7,69.76
S0735,wetland_saturated,0.8045,59.11,22.4,73.17,63.75,0.7115,3.4,87.75
S0736,wetland_saturated,0.5907,72.39,49.45,65.04,49.53,0.5045,3.0,38.26
S0737,wetland_saturated,0.8749,63.66,1.09,107.83,97.97,0.7704,4.2,157.6
S0738,wetland_saturated,0.6661,66.95,55.28,74.74,58.39,0.5693,2.7,44.97
S0739,prairie_mesic,0.2728,88.23,42.52,71.96,64.15,0.4283,1.6,47.92
S0740,wetland_saturated,0.7456,40.95,13.44,76.98,71.08,0.6127,3.3,92.16
S0741,prairie_mesic,0.1153,104.27,85.14,15.6,29.49,0.1821,1.5,18.28
S0742,wetland_saturated,0.9493,51.72,29.29,106.24,76.76,0.8548,5.0,173.94
S0743,prairie_mesic,0.1196,119.33,113.95,14.76,28.62,0.418,1.0,21.27
S0744,prairie_mesic,0.1726,95.41,48.31,46.69,61.03,0.4379,2.3,30.71
S0745,prairie_mesic,0.1224,127.97,80.21,4.0,6.99,0.2671,1.6,15.11
S0746,wetland_saturated,0.716,54.86,24.89,64.31,41.14,0.5869,4.1,54.9
S0747,wetland_saturated,0.602,64.36,44.75,38.69,29.97,0.5467,2.7,52.98
S0748,wetland_saturated,0.6457,63.01,24.91,63.89,48.05,0.5038,4.0,38.91
S0749,wetland_saturated,0.741,60.3,52.32,88.04,63.14,0.6712,3.3,76.38
S0750,prairie_mesic,0.1981,113.55,94.9,23.92,42.55,0.3469,1.3,20.41
S0751,wetland_saturated,0.5885,92.0,56.58,36.71,48.02,0.4679,3.7,36.79
S0752,prairie_mesic,0.3353,81.65,48.33,62.99,52.33,0.5704,2.3,54.08
S0753,wetland_saturated,0.6903,60.95,49.78,76.82,66.71,0.581,2.8,46.18
S0754,wetland_saturated,0.6075,75.9,43.67,60.42,45.45,0.4954,2.7,41.33
S0755,wetland_saturated,0.7589,58.92,9.75,66.16,77.43,0.6936,4.5,100.54
S0756,wetland_saturated,0.7327,52.75,38.49,62.65,62.57,0.5417,3.2,64.57
S0757,wetland_saturated,0.9068,43.74,0.0,93.51,66.62,0.8236,4.8,142.67
S0758,prairie_mesic,0.1408,111.67,122.27,32.0,48.87,0.3672,1.0,18.33
S0759,prairie_mesic,0.2352,81.43,72.43,57.44,53.65,0.4542,1.3,46.3
S0760,wetland_saturated,0.6132,56.4,71.29,23.06,43.32,0.5858,2.4,31.49
S0761,wetland_saturated,0.5717,65.45,35.25,21.62,37.08,0.3404,2.8,28.43
S0762,prairie_mesic,0.0887,111.75,92.4,14.35,5.93,0.1252,1.0,5.29
S0763,wetland_saturated,0.5638,85.35,36.4,42.02,27.43,0.3502,3.1,32.1
S0764,prairie_mesic,0.217,105.16,80.81,46.21,49.48,0.3701,1.5,36.61
S0765,prairie_mesic,0.2219,90.34,80.18,62.33,44.98,0.4283,1.2,31.27
S0766,wetland_saturated,0.7781,55.9,8.79,95.52,78.53,0.6077,3.7,89.81
S0767,wetland_saturated,0.6928,38.55,17.26,40.2,50.13,0.5219,3.1,60.36
S0768,prairie_mesic,0.4144,85.49,36.39,104.86,68.89,0.6379,2.9,62.98
S0769,wetland_saturated,0.6767,65.11,36.25,54.8,57.93,0.4882,3.0,70.93
S0770,wetland_saturated,0.8668,70.39,0.0,105.62,94.17,0.8046,4.7,123.79
S0771,wetland_saturated,0.7297,50.25,17.95,49.92,44.66,0.5575,3.6,63.43
S0772,prairie_mesic,0.2329,108.95,98.76,33.23,61.55,0.3136,2.3,40.74
S0773,prairie_mesic,0.1083,102.89,99.76,20.76,32.15,0.2597,1.3,15.86
S0774,prairie_mesic,0.1998,86.18,97.78,58.53,60.85,0.3782,1.9,35.6
S0775,prairie_mesic,0.3237,97.32,54.12,64.6,61.55,0.4984,2.4,51.27
S0776,prairie_mesic,0.1863,126.12,91.42,34.9,27.58,0.3979,1.8,32.21
S0777,prairie_mesic,0.2859,94.5,59.24,59.97,71.88,0.4995,2.2,55.78
S0778,prairie_mesic,0.1774,108.37,63.47,28.47,43.85,0.4035,1.5,33.28
S0779,prairie_mesic,0.3879,66.93,76.75,119.38,69.02,0.5674,3.5,71.62
S0780,prairie_mesic,0.257,79.05,78.38,46.79,59.16,0.4084,1.5,37.67
S0781,prairie_mesic,0.3107,90.43,70.0,64.93,52.45,0.4989,2.1,49.78
S0782,wetland_saturated,0.858,56.72,0.0,118.31,92.53,0.7126,4.0,153.93
S0783,prairie_mesic,0.2968,81.04,67.18,37.65,64.84,0.3917,1.6,45.96
S0784,wetland_saturated,0.9025,61.85,0.0,81.93,66.33,0.7286,4.8,151.45
S0785,wetland_saturated,0.8332,62.6,24.51,104.3,74.76,0.7409,3.3,125.4
S0786,wetland_saturated,0.6866,69.85,38.6,74.21,49.42,0.5444,3.1,61.41
S0787,prairie_mesic,0.2482,100.82,83.52,73.01,64.38,0.2604,1.9,51.32
S0788,prairie_mesic,0.0633,134.85,123.63,18.63,30.69,0.3516,1.3,11.59
S0789,wetland_saturated,0.6,67.96,63.94,61.21,51.89,0.4257,3.5,54.12
S0790,prairie_mesic,0.3375,87.73,70.45,85.82,56.82,0.4143,2.8,52.97
S0791,prairie_mesic,0.3698,100.72,38.12,41.48,63.44,0.379,2.6,60.0
S0792,prairie_mesic,0.3367,78.25,48.3,80.82,74.08,0.5179,2.2,62.07
S0793,wetland_saturated,0.9398,86.44,0.0,129.17,91.35,0.8007,4.7,192.11
S0794,prairie_mesic,0.3704,93.15,69.42,98.14,66.82,0.3991,2.7,64.83
S0795,prairie_mesic,0.3882,93.2,61.23,90.89,61.48,0.4114,2.1,57.19
S0796,wetland_saturated,0.8384,67.13,0.0,98.08,73.87,0.7546,4.5,120.98
S0797,wetland_saturated,0.7548,78.56,18.41,87.16,63.21,0.5608,3.5,73.9
S0798,prairie_mesic,0.3162,101.29,46.22,56.38,71.3,0.4718,2.1,50.83
S0799,prairie_mesic,0.13,96.48,93.99,18.86,39.64,0.416,1.1,15.65
S0800,prairie_mesic,0.2395,118.02,57.09,46.79,52.86,0.3996,1.7,38.92
S0801,wetland_saturated,0.6382,60.51,50.59,39.12,68.23,0.4786,3.2,63.15
S0802,prairie_mesic,0.2433,99.54,82.49,69.77,51.96,0.3603,1.4,45.65
S0803,prairie_mesic,0.1717,97.04,120.08,38.66,45.78,0.2652,1.8,30.14
S0804,prairie_mesic,0.0686,128.8,118.48,18.16,29.45,0.142,1.0,2.26
S0805,prairie_mesic,0.382,83.71,49.06,106.89,68.67,0.5391,3.0,67.76
S0806,prairie_mesic,0.2606,97.11,86.01,67.52,43.41,0.3618,1.8,44.79
S0807,prairie_mesic,0.2478,97.7,58.88,56.63,62.69,0.343,1.6,41.13
S0808,wetland_saturated,0.7347,79.0,10.76,76.36,75.61,0.6199,4.1,64.29
S0809,prairie_mesic,0.2231,123.83,86.27,52.83,40.11,0.4372,1.2,43.14
S0810,prairie_mesic,0.1332,120.55,69.21,24.49,43.87,0.3776,1.5,18.36
S0811,wetland_saturated,0.913,56.96,2.2,127.87,94.15,0.7952,4.1,178.45
S0812,prairie_mesic,0.3923,85.68,40.97,86.54,63.77,0.4462,3.1,66.87
S0813,wetland_saturated,0.6036,89.96,54.83,54.44,41.75,0.4879,2.4,34.07
S0814,prairie_mesic,0.2227,108.64,76.55,55.26,49.52,0.4134,1.0,32.0
S0815,wetland_saturated,0.6183,65.39,54.82,25.88,50.35,0.4086,3.5,38.13
S0816,wetland_saturated,0.9141,68.22,3.0,115.48,100.0,0.8178,4.2,196.32
S0817,prairie_mesic,0.1726,108.79,116.42,24.01,23.42,0.3913,1.6,23.98
S0818,wetland_saturated,0.6443,69.22,48.24,49.2,48.39,0.4099,2.9,43.41
S0819,prairie_mesic,0.2577,76.64,59.39,67.17,68.76,0.3982,1.7,55.41
S0820,wetland_saturated,0.9174,64.93,0.0,105.2,75.29,0.8373,4.1,181.87
S0821,wetland_saturated,0.8191,81.34,0.0,109.4,80.43,0.8252,3.6,102.52
S0822,prairie_mesic,0.1157,126.62,106.03,28.82,37.43,0.2855,2.3,18.39
S0823,wetland_saturated,0.8827,76.5,12.05,97.9,79.32,0.8877,5.0,156.79
S0824,wetland_saturated,0.7,50.24,71.22,68.92,61.27,0.5958,3.4,76.82
S0825,wetland_saturated,0.8881,63.9,0.0,77.31,96.09,0.7539,4.0,138.22
S0826,wetland_saturated,0.7229,47.47,21.7,86.12,56.07,0.6398,4.4,67.7
S0827,wetland_saturated,0.8725,56.48,0.0,120.31,78.26,0.8125,4.8,163.39
S0828,wetland_saturated,0.5421,87.63,57.11,49.78,41.48,0.4984,2.6,29.47
S0829,wetland_saturated,0.7411,59.31,24.58,83.89,70.37,0.6694,3.2,78.81
S0830,prairie_mesic,0.3827,75.68,54.49,110.09,61.87,0.5778,2.6,71.63
S0831,wetland_saturated,0.5882,62.51,69.21,26.27,55.02,0.4224,3.1,21.4
S0832,prairie_mesic,0.1156,102.45,89.47,35.85,30.91,0.343,2.6,21.31
S0833,wetland_saturated,0.9158,62.01,17.53,105.03,89.36,0.7743,3.7,182.68
S0834,prairie_mesic,0.2696,114.69,75.7,45.14,65.16,0.4198,2.2,50.97
S0835,wetland_saturated,0.7767,73.91,14.85,91.61,64.64,0.6593,3.3,88.49
S0836,wetland_saturated,0.7983,37.52,12.99,97.12,76.48,0.568,2.9,96.21
S0837,wetland_saturated,0.869,77.03,41.67,103.12,79.93,0.7178,3.7,130.77
S0838,prairie_mesic,0.3853,100.4,43.67,108.95,66.93,0.5268,3.1,59.22
S0839,prairie_mesic,0.2714,75.48,72.94,69.26,62.6,0.418,2.0,49.34
S0840,wetland_saturated,0.5731,75.54,42.56,32.11,46.38,0.3401,3.8,37.5
S0841,wetland_saturated,0.6449,79.72,73.18,55.34,42.72,0.4869,3.1,46.6
S0842,wetland_saturated,0.8816,67.32,17.52,96.86,73.21,0.8495,4.2,142.83
S0843,wetland_saturated,0.745,43.7,9.33,79.42,79.57,0.6007,4.1,90.24
S0844,wetland_saturated,0.5816,85.78,61.58,24.37,49.11,0.3851,2.9,34.06
S0845,prairie_mesic,0.2369,69.33,72.93,58.58,60.12,0.3205,1.7,46.43
S0846,prairie_mesic,0.3939,87.86,48.0,64.06,83.16,0.6542,2.8,60.68
S0847,wetland_saturated,0.6742,76.73,53.96,64.84,26.27,0.6583,3.4,54.02
S0848,wetland_saturated,0.7672,58.61,23.36,65.33,61.05,0.7003,5.0,93.45
S0849,prairie_mesic,0.3319,85.48,68.94,61.25,56.74,0.4212,2.5,49.56
S0850,wetland_saturated,0.9361,62.71,2.42,117.32,89.79,0.855,4.2,206.68
S0851,prairie_mesic,0.2456,109.08,83.28,45.32,56.0,0.3935,2.3,42.29
S0852,wetland_saturated,0.8456,75.72,9.58,114.32,43.86,0.7582,3.8,117.56
S0853,prairie_mesic,0.2367,108.43,78.27,57.74,54.45,0.3425,1.4,46.18
S0854,wetland_saturated,0.9224,69.17,0.0,126.65,91.08,0.8854,3.9,179.64
S0855,wetland_saturated,0.7645,66.14,45.09,100.55,71.11,0.5827,3.3,87.3
S0856,wetland_saturated,0.9338,61.13,0.0,105.04,96.91,0.7857,4.7,181.93
S0857,prairie_mesic,0.4198,91.42,62.07,82.27,53.27,0.6447,2.3,64.81
S0858,prairie_mesic,0.3256,86.63,56.25,62.43,40.6,0.4033,2.4,53.12
S0859,wetland_saturated,0.9726,39.14,29.5,121.67,76.86,0.9389,5.0,203.74
S0860,wetland_saturated,0.7489,47.58,6.0,45.27,63.82,0.6399,4.0,93.22
S0861,wetland_saturated,0.7089,56.84,24.18,57.84,43.07,0.4398,3.6,65.27
S0862,prairie_mesic,0.0784,125.31,90.62,16.08,29.25,0.1881,1.2,10.66
S0863,wetland_saturated,0.8277,75.73,16.3,96.17,59.79,0.5962,4.4,109.64
S0864,prairie_mesic,0.3473,89.91,43.81,40.49,56.99,0.3785,2.4,42.54
S0865,wetland_saturated,0.707,69.79,24.43,56.12,56.05,0.5554,3.5,64.91
S0866,prairie_mesic,0.1281,123.87,60.14,44.48,63.48,0.3588,1.4,27.4
S0867,prairie_mesic,0.3497,86.69,60.98,88.51,77.38,0.6117,1.9,64.15
S0868,prairie_mesic,0.1735,122.69,89.52,57.04,44.86,0.2236,1.4,25.93
S0869,prairie_mesic,0.1986,106.25,66.75,53.02,45.07,0.4151,2.1,30.12
S0870,wetland_saturated,0.6019,90.36,68.59,12.23,20.34,0.377,3.3,25.42
S0871,wetland_saturated,0.8968,68.08,0.0,89.43,74.93,0.717,4.3,146.79
S0872,prairie_mesic,0.2486,85.68,89.29,59.04,37.62,0.384,2.2,41.24
S0873,wetland_saturated,0.9221,61.75,0.0,110.09,86.35,0.8175,4.6,156.19
S0874,prairie_mesic,0.1405,138.13,125.55,35.04,29.81,0.319,1.0,23.2
S0875,wetland_saturated,0.6325,72.78,62.96,35.45,24.69,0.412,4.0,38.5
S0876,prairie_mesic,0.4025,95.5,40.44,94.62,44.4,0.6356,2.1,62.99
S0877,wetland_saturated,0.9495,62.4,0.0,120.34,80.0,0.8604,4.3,191.4
S0878,wetland_saturated,0.632,56.32,55.53,54.66,41.14,0.5428,3.6,45.29
S0879,wetland_saturated,0.8091,66.18,5.23,94.9,84.4,0.736,4.2,107.54
S0880,wetland_saturated,0.99,36.94,0.59,125.46,78.32,0.8332,5.0,208.74
S0881,prairie_mesic,0.1167,114.21,122.0,25.76,23.17,0.2806,1.0,12.05
S0882,prairie_mesic,0.2166,118.12,74.91,38.02,40.47,0.3446,1.0,33.08
S0883,wetland_saturated,0.7608,61.9,21.91,69.52,76.03,0.6073,3.8,76.2
S0884,wetland_saturated,0.892,56.15,17.19,105.46,83.13,0.6562,4.5,173.42
S0885,wetland_saturated,0.8238,65.57,20.97,91.23,82.75,0.7585,3.7,114.37
S0886,prairie_mesic,0.1159,122.38,103.42,4.0,19.99,0.1986,1.3,1.0
S0887,wetland_saturated,0.6977,60.76,32.43,69.62,60.81,0.5463,3.7,54.27
S0888,wetland_saturated,0.5732,80.92,24.98,30.3,29.07,0.4119,3.7,36.29
S0889,prairie_mesic,0.0945,114.29,88.75,31.52,17.17,0.223,1.0,10.69
S0890,wetland_saturated,0.6924,64.99,47.79,61.2,56.25,0.4788,3.1,46.87
S0891,wetland_saturated,0.7986,56.3,9.89,74.76,76.07,0.721,4.4,97.47
S0892,wetland_saturated,0.8053,43.77,7.79,105.68,81.61,0.7822,3.8,120.82
S0893,wetland_saturated,0.7217,50.79,52.97,56.38,49.89,0.5227,4.0,60.44
S0894,prairie_mesic,0.197,127.02,72.18,50.08,40.26,0.4216,1.6,21.29
S0895,prairie_mesic,0.0833,127.39,102.5,26.86,18.7,0.1408,1.0,7.97
S0896,wetland_saturated,0.6146,56.2,51.86,48.79,52.16,0.4251,3.4,45.27
S0897,prairie_mesic,0.4161,73.59,45.03,109.46,58.44,0.5736,3.1,67.59
S0898,wetland_saturated,0.6879,58.26,55.51,61.15,76.53,0.4747,3.6,68.48
S0899,prairie_mesic,0.2579,116.67,91.86,44.42,60.1,0.468,2.6,41.41
S0900,wetland_saturated,0.7103,57.39,38.23,69.72,50.54,0.4647,3.3,75.03
S0901,prairie_mesic,0.4065,105.26,82.32,110.17,63.62,0.691,3.7,66.37
S0902,prairie_mesic,0.2502,101.16,52.96,71.75,56.8,0.2727,2.0,53.55
S0903,prairie_mesic,0.1052,126.63,103.28,4.0,26.85,0.2491,1.7,10.28
S0904,prairie_mesic,0.3855,74.64,62.58,102.15,54.66,0.5791,2.9,65.2
S0905,wetland_saturated,0.8107,71.13,0.0,79.71,100.0,0.7192,4.2,117.21
S0906,wetland_saturated,0.7453,54.91,21.05,50.56,71.59,0.6988,3.4,92.46
S0907,wetland_saturated,0.6887,71.28,22.39,64.26,40.36,0.668,3.0,72.34
