Row	Year	Week	N. Hemisphere	Eurasia	N. America	N. America (no Greenland)
1204	2003	11	42.09	26.94	15.15	13.00
1205	2003	10	45.11	28.27	16.84	14.69
1206	2003	9	46.88	29.75	17.13	14.99
1207	2003	8	49.47	31.40	18.07	15.92
1208	2003	7	48.08	30.45	17.63	15.49
1209	2003	6	48.95	30.70	18.26	16.11
1210	2003	5	48.66	31.19	17.47	15.32
1211	2003	4	48.49	31.07	17.42	15.27
1212	2003	3	47.13	29.67	17.46	15.31
1213	2003	2	46.96	30.95	16.01	13.86
1214	2003	1	49.24	32.70	16.55	14.40
1215	2002	52	49.72	32.65	17.06	14.91
1216	2002	51	49.24	32.48	16.76	14.61
1217	2002	50	43.51	28.58	14.93	12.78
1218	2002	49	42.44	26.27	16.17	14.02
1219	2002	48	39.17	24.04	15.13	12.98
1220	2002	47	36.76	22.46	14.30	12.15
1221	2002	46	35.62	21.41	14.21	12.06
1222	2002	45	35.37	21.50	13.87	11.72
1223	2002	44	29.37	16.30	13.07	10.92
1224	2002	43	27.06	16.16	10.90	8.75
1225	2002	42	24.58	14.34	10.24	8.09
1226	2002	41	21.91	12.69	9.23	7.08
1227	2002	40	16.77	9.49	7.28	5.17
1228	2002	39	10.84	5.39	5.46	3.35
1229	2002	38	6.94	3.28	3.67	1.56
1230	2002	37	3.84	0.93	2.91	0.80
1231	2002	36	2.96	0.29	2.67	0.64
1232	2002	35	2.76	0.20	2.57	0.58
1233	2002	34	2.84	0.24	2.60	0.62
1234	2002	33	2.84	0.28	2.56	0.58
1235	2002	32	2.87	0.31	2.56	0.58
1236	2002	31	2.98	0.39	2.59	0.61
1237	2002	30	3.02	0.39	2.63	0.64
1238	2002	29	3.10	0.47	2.63	0.64
1239	2002	28	3.63	0.46	3.17	1.19
1240	2002	27	3.74	0.48	3.26	1.27
1241	2002	26	5.42	0.77	4.65	2.50
1242	2002	25	7.18	1.81	5.37	3.22
1243	2002	24	10.12	3.44	6.68	4.53
1244	2002	23	11.67	4.43	7.23	5.08
1245	2002	22	13.79	6.14	7.65	5.50
1246	2002	21	15.87	7.43	8.44	6.29
1247	2002	20	18.96	9.40	9.56	7.41
1248	2002	19	22.28	10.75	11.52	9.37
1249	2002	18	24.87	12.74	12.13	9.98
1250	2002	17	27.74	15.12	12.62	10.47
1251	2002	16	29.38	16.00	13.38	11.23
1252	2002	15	31.63	18.06	13.57	11.42
1253	2002	14	33.72	18.83	14.88	12.73
1254	2002	13	33.90	18.58	15.32	13.17
1255	2002	12	37.55	20.74	16.81	14.66
1256	2002	11	37.26	20.93	16.33	14.18
1257	2002	10	38.10	21.60	16.49	14.35
1258	2002	9	43.10	25.56	17.54	15.39
1259	2002	8	42.34	25.62	16.72	14.57
1260	2002	7	41.32	25.14	16.17	14.02
1261	2002	6	43.43	26.02	17.41	15.26
1262	2002	5	45.81	27.89	17.92	15.77
1263	2002	4	45.76	29.16	16.61	14.46
1264	2002	3	49.28	31.53	17.74	15.59
1265	2002	2	46.72	30.37	16.35	14.20
1266	2002	1	46.41	28.70	17.72	15.57
1267	2001	52	49.54	31.20	18.35	16.20
1268	2001	51	47.13	30.21	16.93	14.78
1269	2001	50	43.82	28.06	15.76	13.61
1270	2001	49	42.66	27.20	15.47	13.32
1271	2001	48	39.93	23.79	16.14	13.99
1272	2001	47	37.73	22.52	15.21	13.06
1273	2001	46	29.44	18.36	11.08	8.94
1274	2001	45	27.26	15.46	11.80	9.66
1275	2001	44	26.97	16.99	9.98	7.83
1276	2001	43	26.15	15.57	10.58	8.43
1277	2001	42	20.62	12.32	8.30	6.15
1278	2001	41	16.03	9.09	6.94	4.79
1279	2001	40	12.44	6.27	6.16	4.01
1280	2001	39	9.66	5.13	4.53	2.38
1281	2001	38	6.73	2.92	3.80	1.66
1282	2001	37	4.65	1.63	3.02	0.92
1283	2001	36	4.44	1.50	2.94	0.87
1284	2001	35	2.87	0.24	2.63	0.61
1285	2001	34	2.90	0.23	2.67	0.68
1286	2001	33	2.51	0.12	2.39	0.40
1287	2001	32	2.51	0.12	2.39	0.40
1288	2001	31	2.55	0.12	2.42	0.44
1289	2001	30	2.65	0.15	2.50	0.44
1290	2001	29	3.05	0.24	2.81	0.74
1291	2001	28	3.62	0.19	3.43	1.48
1292	2001	27	4.31	0.25	4.06	1.95
1293	2001	26	5.48	0.69	4.79	2.69
1294	2001	25	6.63	1.69	4.94	2.84
1295	2001	24	9.32	3.20	6.12	3.97
1296	2001	23	10.25	3.67	6.58	4.43
1297	2001	22	12.98	5.14	7.84	5.69
1298	2001	21	14.99	6.80	8.20	6.05
1299	2001	20	17.42	8.03	9.39	7.24
1300	2001	19	19.55	9.92	9.63	7.48
1301	2001	18	21.18	10.89	10.29	8.14
1302	2001	17	24.47	13.44	11.03	8.88
1303	2001	16	27.50	14.90	12.60	10.45
1304	2001	15	30.53	16.96	13.58	11.43
1305	2001	14	34.17	19.53	14.64	12.49
1306	2001	13	35.88	20.92	14.96	12.81
1307	2001	12	39.75	24.15	15.60	13.45
1308	2001	11	39.69	23.82	15.87	13.72
1309	2001	10	42.77	25.73	17.05	14.90
1310	2001	9	44.22	27.11	17.11	14.96
1311	2001	8	46.24	28.89	17.35	15.20
1312	2001	7	43.62	25.89	17.72	15.57
1313	2001	6	45.46	27.57	17.89	15.74
1314	2001	5	47.62	29.64	17.98	15.83
1315	2001	4	48.64	29.94	18.70	16.55
1316	2001	3	46.79	28.41	18.39	16.24
1317	2001	2	46.61	28.51	18.10	15.95
1318	2001	1	45.69	28.64	17.06	14.91
1319	2000	52	49.03	29.89	19.14	16.99
1320	2000	51	45.64	27.38	18.26	16.11
1321	2000	50	42.59	24.60	18.00	15.85
1322	2000	49	42.16	24.62	17.54	15.39
1323	2000	48	42.24	26.17	16.07	13.93
1324	2000	47	39.78	24.35	15.43	13.28
1325	2000	46	35.46	20.51	14.95	12.80
1326	2000	45	33.08	18.57	14.51	12.36
1327	2000	44	28.10	17.11	10.99	8.84
1328	2000	43	23.38	14.00	9.38	7.23
1329	2000	42	21.75	13.15	8.60	6.45
1330	2000	41	15.41	8.12	7.28	5.14
1331	2000	40	13.79	6.36	7.42	5.27
1332	2000	39	12.76	4.62	8.14	5.99
1333	2000	38	7.09	2.48	4.61	2.46
1334	2000	37	5.87	1.88	3.99	1.84
1335	2000	36	3.56	0.65	2.91	0.80
1336	2000	35	3.40	0.53	2.87	0.76
1337	2000	34	2.89	0.30	2.60	0.49
1338	2000	33	2.77	0.34	2.43	0.32
1339	2000	32	2.77	0.34	2.43	0.32
1340	2000	31	2.77	0.34	2.43	0.32
1341	2000	30	2.99	0.46	2.54	0.43
1342	2000	29	3.21	0.63	2.58	0.47
1343	2000	28	3.25	0.63	2.62	0.47
1344	2000	27	3.96	0.78	3.18	1.03
1345	2000	26	5.40	1.25	4.16	2.01
1346	2000	25	6.33	1.54	4.80	2.65
1347	2000	24	9.98	3.43	6.55	4.40
1348	2000	23	11.96	4.86	7.10	4.95
1349	2000	22	14.41	6.35	8.06	5.91
1350	2000	21	16.42	7.57	8.85	6.70
1351	2000	20	18.72	9.02	9.69	7.55
1352	2000	19	20.56	10.20	10.36	8.21
1353	2000	18	22.37	12.03	10.34	8.19
1354	2000	17	24.12	13.19	10.94	8.79
1355	2000	16	26.84	15.01	11.83	9.68
1356	2000	15	29.69	16.70	12.99	10.84
1357	2000	14	33.97	20.06	13.91	11.76
1358	2000	13	35.11	21.55	13.56	11.41
1359	2000	12	38.03	24.41	13.62	11.47
1360	2000	11	40.71	25.71	15.00	12.85
1361	2000	10	41.01	25.73	15.29	13.14
1362	2000	9	41.41	26.58	14.83	12.68
1363	2000	8	43.83	28.02	15.81	13.66
1364	2000	7	45.77	28.57	17.20	15.06
1365	2000	6	46.41	29.12	17.29	15.14
1366	2000	5	46.76	29.75	17.00	14.86
1367	2000	4	50.22	31.14	19.08	16.93
1368	2000	3	49.29	31.66	17.63	15.48
1369	2000	2	48.01	31.06	16.95	14.80
1370	2000	1	45.08	28.96	16.11	13.96
1371	1999	53	42.53	27.07	15.46	13.31
1372	1999	52	45.15	28.78	16.37	14.22
1373	1999	51	44.86	28.53	16.33	14.18
1374	1999	50	41.14	27.04	14.09	11.94
1375	1999	49	40.75	26.30	14.45	12.30
1376	1999	48	39.63	26.20	13.43	11.28
1377	1999	47	37.05	24.32	12.73	10.59
1378	1999	46	32.11	21.23	10.88	8.73
1379	1999	45	27.90	17.15	10.75	8.60
1380	1999	44	24.03	14.13	9.89	7.74
1381	1999	43	20.64	12.01	8.63	6.48
1382	1999	42	17.02	9.36	7.65	5.50
1383	1999	41	13.52	7.00	6.53	4.38
1384	1999	40	10.44	4.84	5.60	3.45
1385	1999	39	6.82	3.14	3.68	1.53
1386	1999	38	4.21	0.90	3.31	1.16
1387	1999	37	3.27	0.16	3.11	0.96
1388	1999	36	3.19	0.16	3.03	0.88
1389	1999	35	2.60	0.21	2.38	0.32
1390	1999	34	2.58	0.24	2.34	0.27
1391	1999	33	2.58	0.24	2.34	0.27
1392	1999	32	2.59	0.21	2.38	0.31
1393	1999	31	2.70	0.32	2.38	0.31
1394	1999	30	3.25	0.37	2.89	0.78
1395	1999	29	3.22	0.37	2.86	0.75
1396	1999	28	3.37	0.40	2.97	0.86
1397	1999	27	4.78	0.60	4.18	2.03
1398	1999	26	6.03	1.62	4.41	2.26
1399	1999	25	7.32	2.76	4.56	2.41
1400	1999	24	10.12	4.40	5.72	3.57
1401	1999	23	12.46	5.40	7.06	4.91
1402	1999	22	15.01	7.58	7.43	5.28
1403	1999	21	17.50	8.78	8.72	6.57
1404	1999	20	20.21	10.29	9.92	7.77
1405	1999	19	21.01	10.62	10.39	8.24
1406	1999	18	23.43	12.95	10.49	8.34
1407	1999	17	26.78	14.94	11.84	9.69
1408	1999	16	27.59	15.62	11.97	9.82
1409	1999	15	33.36	19.66	13.70	11.55
1410	1999	14	36.42	21.17	15.25	13.10
1411	1999	13	36.63	22.16	14.47	12.32
1412	1999	12	38.75	23.78	14.97	12.82
1413	1999	11	42.00	24.91	17.10	14.95
1414	1999	10	41.57	25.09	16.48	14.33
1415	1999	9	44.13	28.35	15.78	13.63
1416	1999	8	42.86	26.39	16.46	14.32
1417	1999	7	44.16	27.69	16.47	14.32
1418	1999	6	43.76	27.42	16.33	14.19
1419	1999	5	47.23	30.22	17.01	14.86
1420	1999	4	43.39	26.59	16.80	14.65
1421	1999	3	43.35	26.69	16.65	14.51
1422	1999	2	44.59	27.36	17.23	15.08
1423	1999	1	45.77	27.87	17.90	15.75
1424	1998	52	43.49	26.87	16.62	14.47
1425	1998	51	45.42	27.47	17.95	15.80
1426	1998	50	41.74	27.09	14.65	12.50
1427	1998	49	43.36	27.64	15.72	13.57
1428	1998	48	38.65	25.83	12.82	10.67
1429	1998	47	37.71	24.61	13.10	10.95
1430	1998	46	38.06	23.78	14.29	12.14
1431	1998	45	24.59	15.00	9.59	7.44
1432	1998	44	23.10	14.45	8.66	6.51
1433	1998	43	21.60	12.71	8.88	6.73
1434	1998	42	18.94	11.36	7.58	5.43
1435	1998	41	17.60	10.34	7.26	5.11
1436	1998	40	15.62	10.02	5.60	3.45
1437	1998	39	7.23	4.15	3.08	0.97
1438	1998	38	7.10	3.83	3.27	1.12
1439	1998	37	3.43	0.66	2.77	0.62
1440	1998	36	3.24	0.59	2.65	0.50
1441	1998	35	3.16	0.91	2.25	0.26
1442	1998	34	2.92	0.80	2.12	0.22
1443	1998	33	3.27	0.76	2.51	0.52
1444	1998	32	3.27	0.76	2.51	0.52
1445	1998	31	3.01	0.61	2.40	0.41
1446	1998	30	3.42	0.98	2.44	0.42
1447	1998	29	3.88	1.05	2.83	0.80
1448	1998	28	4.34	1.29	3.05	1.03
1449	1998	27	4.72	1.59	3.14	1.11
1450	1998	26	5.99	2.23	3.76	1.61
1451	1998	25	9.46	4.06	5.39	3.24
1452	1998	24	10.03	4.62	5.41	3.26
1453	1998	23	12.54	6.35	6.19	4.04
1454	1998	22	13.85	7.10	6.75	4.61
1455	1998	21	17.14	9.45	7.69	5.54
1456	1998	20	19.32	11.02	8.31	6.16
1457	1998	19	20.96	11.76	9.20	7.05
1458	1998	18	24.58	14.76	9.83	7.68
1459	1998	17	27.86	16.50	11.35	9.20
1460	1998	16	30.94	19.00	11.94	9.79
1461	1998	15	34.11	20.89	13.22	11.07
1462	1998	14	33.72	20.07	13.65	11.50
1463	1998	13	38.54	23.28	15.26	13.11
1464	1998	12	42.22	26.09	16.13	13.98
1465	1998	11	42.21	25.37	16.84	14.69
1466	1998	10	43.18	25.63	17.56	15.41
1467	1998	9	42.29	26.29	16.00	13.85
1468	1998	8	43.90	27.77	16.13	13.98
1469	1998	7	44.09	27.65	16.44	14.29
1470	1998	6	47.72	30.77	16.95	14.80
1471	1998	5	46.16	29.65	16.51	14.36
1472	1998	4	47.07	29.96	17.11	14.96
1473	1998	3	47.00	29.36	17.64	15.49
1474	1998	2	45.22	27.92	17.30	15.15
1475	1998	1	44.50	28.01	16.49	14.34
1476	1997	52	46.14	28.55	17.59	15.44
1477	1997	51	45.47	29.12	16.35	14.20
1478	1997	50	43.52	26.71	16.81	14.66
1479	1997	49	42.64	25.58	17.06	14.91
1480	1997	48	38.99	24.18	14.81	12.70
1481	1997	47	38.47	24.18	14.28	12.17
1482	1997	46	35.96	21.32	14.65	12.53
1483	1997	45	29.93	18.10	11.83	9.72
1484	1997	44	23.10	13.17	9.93	7.78
1485	1997	43	20.43	10.36	10.07	7.92
1486	1997	42	21.11	12.04	9.07	6.92
1487	1997	41	15.33	7.06	8.27	6.12
1488	1997	40	8.80	3.82	4.98	2.83
1489	1997	39	9.14	4.33	4.81	2.66
1490	1997	38	9.54	5.05	4.48	2.33
1491	1997	37	5.06	1.39	3.67	1.64
1492	1997	36	3.93	0.84	3.09	0.98
1493	1997	35	3.46	0.71	2.75	0.77
1494	1997	34	4.26	0.89	3.37	1.38
1495	1997	33	3.23	0.82	2.41	0.47
1496	1997	32	3.31	0.89	2.42	0.47
1497	1997	31	4.05	1.04	3.01	1.06
1498	1997	30	3.51	0.93	2.58	0.59
1499	1997	29	4.27	1.23	3.04	1.06
1500	1997	28	4.36	1.28	3.08	1.09
1501	1997	27	5.35	1.61	3.74	1.71
1502	1997	26	6.55	1.91	4.64	2.49
1503	1997	25	9.86	3.64	6.22	4.07
1504	1997	24	9.78	3.26	6.52	4.37
1505	1997	23	11.87	4.62	7.25	5.10
1506	1997	22	18.00	7.94	10.06	7.91
1507	1997	21	17.65	7.80	9.85	7.70
1508	1997	20	20.53	9.30	11.23	9.08
1509	1997	19	20.75	9.48	11.26	9.12
1510	1997	18	23.38	11.05	12.32	10.17
1511	1997	17	24.99	11.78	13.20	11.06
1512	1997	16	30.56	16.53	14.03	11.88
1513	1997	15	34.40	18.22	16.18	14.03
1514	1997	14	36.22	20.43	15.78	13.63
1515	1997	13	37.13	21.79	15.34	13.19
1516	1997	12	38.06	22.64	15.42	13.27
1517	1997	11	39.14	23.01	16.13	13.98
1518	1997	10	40.08	23.78	16.30	14.15
1519	1997	9	42.87	26.53	16.35	14.20
1520	1997	8	43.20	26.81	16.38	14.23
1521	1997	7	45.06	27.76	17.30	15.15
1522	1997	6	49.48	31.37	18.11	15.96
1523	1997	5	46.77	29.78	16.99	14.84
1524	1997	4	46.67	28.94	17.73	15.58
1525	1997	3	46.73	28.75	17.97	15.82
1526	1997	2	47.30	28.86	18.44	16.29
1527	1997	1	46.23	29.74	16.50	14.35
1528	1996	52	44.77	28.41	16.36	14.21
1529	1996	51	44.54	27.05	17.48	15.33
1530	1996	50	39.66	23.46	16.20	14.05
1531	1996	49	39.41	22.53	16.88	14.73
1532	1996	48	37.94	21.42	16.53	14.38
1533	1996	47	37.31	21.41	15.90	13.78
1534	1996	46	35.87	21.05	14.83	12.71
1535	1996	45	34.57	20.74	13.83	11.71
1536	1996	44	28.28	15.87	12.41	10.26
1537	1996	43	24.02	13.45	10.57	8.42
1538	1996	42	19.55	9.08	10.47	8.32
1539	1996	41	14.24	7.39	6.85	4.71
1540	1996	40	14.79	7.69	7.10	4.96
1541	1996	39	8.36	3.86	4.50	2.35
1542	1996	38	8.86	4.30	4.56	2.45
1543	1996	37	5.79	1.53	4.27	2.19
1544	1996	36	4.45	1.07	3.38	1.31
1545	1996	35	2.90	0.44	2.46	0.63
1546	1996	34	2.51	0.21	2.30	0.44
1547	1996	33	2.53	0.19	2.34	0.36
1548	1996	32	2.62	0.24	2.39	0.40
1549	1996	31	2.50	0.24	2.26	0.28
1550	1996	30	2.61	0.39	2.22	0.19
1551	1996	29	3.18	1.06	2.12	0.36
1552	1996	28	5.20	1.84	3.36	1.34
1553	1996	27	4.96	1.73	3.23	1.25
1554	1996	26	6.30	2.25	4.05	1.90
1555	1996	25	10.53	4.53	6.00	3.85
1556	1996	24	11.30	5.26	6.05	3.90
1557	1996	23	13.85	6.74	7.11	4.96
1558	1996	22	16.68	8.48	8.20	6.05
1559	1996	21	18.00	9.26	8.74	6.59
1560	1996	20	18.65	9.09	9.56	7.41
1561	1996	19	23.93	11.98	11.95	9.80
1562	1996	18	25.33	13.64	11.68	9.54
1563	1996	17	28.17	15.73	12.44	10.29
1564	1996	16	30.01	16.57	13.44	11.29
1565	1996	15	36.36	21.77	14.59	12.44
1566	1996	14	38.17	23.08	15.09	12.94
1567	1996	13	39.31	23.72	15.58	13.43
1568	1996	12	41.13	24.70	16.44	14.29
1569	1996	11	41.36	25.94	15.42	13.27
1570	1996	10	43.81	26.97	16.84	14.69
1571	1996	9	44.45	27.42	17.03	14.88
1572	1996	8	43.65	27.77	15.87	13.72
1573	1996	7	43.37	26.81	16.56	14.41
1574	1996	6	45.78	29.40	16.37	14.23
1575	1996	5	48.60	29.65	18.95	16.80
1576	1996	4	47.96	30.65	17.31	15.16
1577	1996	3	46.01	29.11	16.90	14.75
1578	1996	2	45.34	28.45	16.89	14.74
1579	1996	1	47.90	29.43	18.47	16.32
1580	1995	52	46.99	30.47	16.52	14.37
1581	1995	51	46.20	28.90	17.30	15.15
1582	1995	50	43.40	27.49	15.91	13.76
1583	1995	49	43.23	26.08	17.14	14.99
1584	1995	48	38.91	24.21	14.70	12.55
1585	1995	47	37.37	22.80	14.58	12.46
1586	1995	46	36.51	22.36	14.16	12.04
1587	1995	45	33.87	19.46	14.41	12.26
1588	1995	44	30.01	17.20	12.81	10.66
1589	1995	43	24.84	14.51	10.33	8.19
1590	1995	42	18.27	9.77	8.50	6.39
1591	1995	41	16.22	9.20	7.02	4.91
1592	1995	40	11.53	5.66	5.86	3.75
1593	1995	39	8.68	4.44	4.24	2.13
1594	1995	38	6.97	2.92	4.06	1.99
1595	1995	37	6.09	2.25	3.83	1.76
1596	1995	36	4.84	0.84	4.00	1.93
1597	1995	35	4.74	0.87	3.87	1.76
1598	1995	34	3.39	0.74	2.64	0.70
1599	1995	33	3.35	0.78	2.57	0.66
1600	1995	32	3.32	0.87	2.45	0.55
1601	1995	31	3.55	1.02	2.53	0.62
1602	1995	30	3.46	1.00	2.46	0.56
1603	1995	29	3.47	0.97	2.50	0.60
1604	1995	28	3.56	1.01	2.55	0.57
1605	1995	27	4.09	1.38	2.71	0.72
1606	1995	26	6.92	2.75	4.16	2.01
1607	1995	25	8.47	2.85	5.62	3.47
1608	1995	24	9.26	3.50	5.76	3.62
1609	1995	23	9.35	3.66	5.69	3.54
1610	1995	22	13.35	6.39	6.96	4.81
1611	1995	21	15.10	7.86	7.24	5.09
1612	1995	20	18.88	10.28	8.60	6.45
1613	1995	19	21.19	11.30	9.90	7.75
1614	1995	18	22.46	12.08	10.38	8.23
1615	1995	17	28.37	15.09	13.28	11.13
1616	1995	16	29.47	15.96	13.51	11.36
1617	1995	15	34.12	19.73	14.39	12.24
1618	1995	14	37.77	21.45	16.32	14.17
1619	1995	13	36.18	21.75	14.43	12.28
1620	1995	12	36.38	21.69	14.70	12.55
1621	1995	11	38.44	23.55	14.88	12.73
1622	1995	10	38.55	23.50	15.05	12.90
1623	1995	9	41.25	24.22	17.04	14.89
1624	1995	8	40.80	25.28	15.52	13.37
1625	1995	7	40.99	25.33	15.66	13.51
1626	1995	6	43.94	26.48	17.45	15.30
1627	1995	5	45.65	28.72	16.92	14.77
1628	1995	4	47.75	29.95	17.80	15.65
1629	1995	3	47.34	29.44	17.90	15.75
1630	1995	2	44.58	28.42	16.16	14.01
1631	1995	1	45.43	27.89	17.54	15.39
1632	1994	52	44.23	26.94	17.30	15.15
1633	1994	51	45.90	29.90	16.01	13.86
1634	1994	50	43.57	26.86	16.71	14.56
1635	1994	49	42.48	25.19	17.29	15.14
1636	1994	48	41.20	25.32	15.87	13.73
1637	1994	47	36.51	20.56	15.95	13.80
1638	1994	46	35.12	21.06	14.06	11.91
1639	1994	45	30.80	19.07	11.74	9.59
1640	1994	44	29.78	17.67	12.11	10.00
1641	1994	43	21.29	12.56	8.73	6.58
1642	1994	42	14.86	7.49	7.37	5.22
1643	1994	41	12.78	6.38	6.40	4.25
1644	1994	40	10.77	4.61	6.16	4.01
1645	1994	39	7.60	2.88	4.71	2.56
1646	1994	38	6.44	2.44	4.00	1.85
1647	1994	37	4.82	1.51	3.31	1.20
1648	1994	36	3.29	0.27	3.03	0.92
1649	1994	35	2.80	0.37	2.44	0.60
1650	1994	34	2.64	0.30	2.34	0.55
1651	1994	33	2.62	0.44	2.18	0.28
1652	1994	32	2.74	0.48	2.26	0.28
1653	1994	31	2.81	0.47	2.34	0.35
1654	1994	30	2.90	0.40	2.50	0.47
1655	1994	29	3.02	0.45	2.57	0.59
1656	1994	28	2.51	0.49	2.03	0.24
1657	1994	27	3.07	0.49	2.57	0.67
1658	1994	26	6.01	2.34	3.67	1.68
1659	1994	25	6.61	2.21	4.40	2.29
1660	1994	24	8.46	3.27	5.20	3.08
1661	1994	23	10.30	3.81	6.48	4.37
1662	1994	22	12.38	5.23	7.15	5.00
1663	1994	21	16.83	9.25	7.58	5.43
1664	1994	20	17.59	9.33	8.26	6.11
1665	1994	19	18.92	10.21	8.71	6.57
1666	1994	18	21.02	11.21	9.81	7.66
1667	1994	17	22.99	11.64	11.35	9.20
1668	1994	16	26.85	14.82	12.03	9.88
1669	1994	15	30.56	17.51	13.04	10.89
1670	1994	14	33.78	19.68	14.10	11.95
1671	1994	13	34.91	20.47	14.44	12.30
1672	1994	12	37.35	22.36	15.00	12.85
1673	1994	11	39.22	24.31	14.90	12.76
1674	1994	10	41.10	25.82	15.28	13.13
1675	1994	9	41.85	25.98	15.86	13.72
1676	1994	8	45.77	28.26	17.51	15.36
1677	1994	7	46.25	29.97	16.28	14.13
1678	1994	6	46.68	29.00	17.68	15.53
1679	1994	5	45.00	27.76	17.24	15.09
1680	1994	4	45.41	27.32	18.10	15.95
1681	1994	3	45.55	28.14	17.41	15.26
1682	1994	2	45.55	27.51	18.03	15.89
1683	1994	1	45.21	27.59	17.62	15.47
1684	1993	53	43.75	26.66	17.09	14.94
1685	1993	52	43.98	26.95	17.03	14.88
1686	1993	51	44.79	28.78	16.01	13.86
1687	1993	50	44.05	28.96	15.09	12.98
1688	1993	49	43.37	28.15	15.22	13.11
1689	1993	48	47.85	31.61	16.24	14.13
1690	1993	47	40.78	26.69	14.09	11.97
1691	1993	46	35.03	20.62	14.41	12.26
1692	1993	45	31.98	18.35	13.63	11.48
1693	1993	44	25.14	15.06	10.08	7.93
1694	1993	43	20.75	12.39	8.35	6.20
1695	1993	42	17.72	10.16	7.56	5.45
1696	1993	41	13.63	7.07	6.57	4.45
1697	1993	40	12.29	6.23	6.06	3.91
1698	1993	39	6.00	1.49	4.51	2.44
1699	1993	38	4.90	1.13	3.78	1.67
1700	1993	37	4.11	1.19	2.92	0.81
1701	1993	36	3.23	0.57	2.66	0.56
1702	1993	35	2.77	0.42	2.34	0.36
1703	1993	34	2.54	0.39	2.15	0.16
1704	1993	33	2.40	0.30	2.11	0.16
1705	1993	32	2.60	0.38	2.22	0.24
1706	1993	31	3.07	0.64	2.43	0.44
1707	1993	30	3.06	0.64	2.41	0.47
1708	1993	29	3.22	0.86	2.36	0.38
1709	1993	28	3.62	1.08	2.54	0.52
1710	1993	27	3.74	1.16	2.57	0.55
1711	1993	26	4.25	0.86	3.39	1.24
1712	1993	25	7.93	2.65	5.28	3.13
1713	1993	24	9.39	3.74	5.66	3.51
1714	1993	23	11.30	5.16	6.14	3.99
1715	1993	22	14.73	7.49	7.23	5.08
1716	1993	21	17.78	9.19	8.59	6.44
1717	1993	20	19.38	10.24	9.15	7.00
1718	1993	19	20.77	10.96	9.80	7.65
1719	1993	18	22.96	12.89	10.07	7.92
1720	1993	17	25.37	14.62	10.75	8.60
1721	1993	16	30.54	17.54	13.00	10.85
1722	1993	15	29.91	16.27	13.64	11.49
1723	1993	14	31.75	18.38	13.37	11.22
1724	1993	13	35.24	21.33	13.91	11.76
1725	1993	12	37.93	22.57	15.37	13.22
1726	1993	11	41.70	24.76	16.94	14.79
1727	1993	10	45.55	28.25	17.30	15.15
1728	1993	9	46.24	27.80	18.43	16.29
1729	1993	8	46.50	28.51	18.00	15.85
1730	1993	7	44.08	26.15	17.93	15.78
1731	1993	6	44.15	27.18	16.97	14.82
1732	1993	5	46.95	29.33	17.62	15.47
1733	1993	4	46.44	28.59	17.85	15.70
1734	1993	3	47.51	29.33	18.18	16.03
1735	1993	2	46.81	28.62	18.19	16.05
1736	1993	1	46.52	29.13	17.39	15.24
1737	1992	52	44.90	27.11	17.80	15.65
1738	1992	51	44.96	27.13	17.83	15.69
1739	1992	50	47.64	29.42	18.22	16.07
1740	1992	49	45.06	26.88	18.18	16.03
1741	1992	48	38.65	22.84	15.82	13.67
1742	1992	47	36.70	21.60	15.10	12.95
1743	1992	46	33.15	19.71	13.44	11.29
1744	1992	45	31.72	18.90	12.82	10.71
1745	1992	44	20.42	10.83	9.59	7.44
1746	1992	43	18.02	9.34	8.67	6.53
1747	1992	42	17.48	8.80	8.68	6.53
1748	1992	41	15.80	7.80	8.00	5.85
1749	1992	40	11.75	4.94	6.81	4.66
1750	1992	39	7.65	2.97	4.68	2.64
1751	1992	38	5.22	1.24	3.98	1.91
1752	1992	37	4.68	0.83	3.85	1.78
1753	1992	36	3.88	0.35	3.53	1.46
1754	1992	35	3.10	0.40	2.69	0.78
1755	1992	34	2.23	0.16	2.07	0.16
1756	1992	33	2.19	0.12	2.07	0.16
1757	1992	32	2.23	0.12	2.11	0.20
1758	1992	31	2.39	0.12	2.27	0.32
1759	1992	30	2.47	0.12	2.35	0.36
1760	1992	29	2.75	0.16	2.59	0.57
1761	1992	28	4.60	1.05	3.55	1.52
1762	1992	27	5.52	1.67	3.85	1.86
1763	1992	26	8.50	3.16	5.34	3.19
1764	1992	25	8.43	2.86	5.57	3.42
1765	1992	24	11.02	4.33	6.69	4.54
1766	1992	23	13.30	5.62	7.67	5.52
1767	1992	22	13.67	5.21	8.46	6.31
1768	1992	21	15.53	6.55	8.99	6.84
1769	1992	20	20.38	10.24	10.13	7.98
1770	1992	19	22.02	11.44	10.58	8.47
1771	1992	18	24.71	13.65	11.06	8.91
1772	1992	17	26.18	13.58	12.60	10.45
1773	1992	16	26.69	14.04	12.65	10.51
1774	1992	15	31.74	18.46	13.28	11.13
1775	1992	14	33.08	19.65	13.42	11.27
1776	1992	13	35.10	21.12	13.97	11.82
1777	1992	12	39.41	24.04	15.37	13.22
1778	1992	11	38.61	24.07	14.54	12.39
1779	1992	10	40.95	25.95	15.00	12.85
1780	1992	9	41.59	26.57	15.02	12.87
1781	1992	8	41.75	26.30	15.45	13.30
1782	1992	7	45.20	28.81	16.40	14.25
1783	1992	6	44.62	28.53	16.10	13.95
1784	1992	5	44.49	28.35	16.14	13.99
